Sr. No,Semester,Course Code,Course Title,Credit Hours,Grade,Grade Point,SGPA,CGPA,Warning
174,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
174,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
174,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
174,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
174,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
174,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
174,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
174,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
175,Fall,CL118,Programming Fundamentals - Lab,1,A-,3.67,3.31,3.31,0
175,Fall,EE182,Basic Electronics,3,B-,2.67,3.31,3.31,0
175,Fall,CS118,Programming Fundamentals,3,C+,2.33,3.31,3.31,0
175,Fall,SS101,English Language,3,A,4,3.31,3.31,0
175,Fall,MT119,Calculus and Analytical Geometry,3,A,4,3.31,3.31,0
175,Fall,SL101,English Language Lab,1,A-,3.67,3.31,3.31,0
175,Fall,MT104,Linear Algebra,3,B+,3.33,3.31,3.31,0
175,Fall,CS201,Data Structures,3,B,3,2.11,2.67,0
175,Spring,CL217,Computer Programming Lab,1,D+,1.33,1.27,2.29,0
175,Spring,SS111,Islamic and Religious Studies,3,C,2,1.27,2.29,0
175,Spring,EE227,Digital Logic Design,3,D,1,1.27,2.29,0
175,Spring,EL227,Digital Logic Design - Lab,1,D+,1.33,1.27,2.29,0
175,Spring,SS122,English Composition,3,C+,2.33,1.27,2.29,0
175,Spring,CS217,Computer Programming,3,F,0,1.27,2.29,0
175,Spring,MT224,Differential Equations (Cal II),3,D,1,1.27,2.29,0
175,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
175,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
175,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
175,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
175,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
175,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
175,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
176,Fall,SL101,English Language Lab,1,FA,0,3.12,3.12,0
176,Fall,MT119,Calculus and Analytical Geometry,3,A-,3.67,3.12,3.12,0
176,Fall,CL118,Programming Fundamentals - Lab,1,A+,4,3.12,3.12,0
176,Fall,SS101,English Language,3,C,2,3.12,3.12,0
176,Fall,MT104,Linear Algebra,3,A,4,3.12,3.12,0
176,Fall,EE182,Basic Electronics,3,A-,3.67,3.12,3.12,0
176,Fall,CS118,Programming Fundamentals,3,B,3,3.12,3.12,0
176,Fall,CS201,Data Structures,3,B,3,2.05,2.72,0
176,Spring,EE227,Digital Logic Design,3,C,2,1.86,2.55,0
176,Spring,CL217,Computer Programming Lab,1,F,0,1.86,2.55,0
176,Spring,CS217,Computer Programming,3,D,1,1.86,2.55,0
176,Spring,SS111,Islamic and Religious Studies,3,B-,2.67,1.86,2.55,0
176,Spring,EL227,Digital Logic Design - Lab,1,C,2,1.86,2.55,0
176,Spring,MT224,Differential Equations (Cal II),3,C+,2.33,1.86,2.55,0
176,Unknown,SS122,English Composition,3,UK,-1,0,0,0
176,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
176,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
176,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
176,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
176,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
176,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
176,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
177,Fall,MT104,Linear Algebra,3,B-,2.67,3.02,3.02,0
177,Fall,CS118,Programming Fundamentals,3,C+,2.33,3.02,3.02,0
177,Fall,MT119,Calculus and Analytical Geometry,3,B-,2.67,3.02,3.02,0
177,Fall,SS101,English Language,3,A-,3.67,3.02,3.02,0
177,Fall,CL118,Programming Fundamentals - Lab,1,B+,3.33,3.02,3.02,0
177,Fall,SL101,English Language Lab,1,A,4,3.02,3.02,0
177,Fall,EE182,Basic Electronics,3,B+,3.33,3.02,3.02,0
177,Fall,CS201,Data Structures,3,C+,2.33,2,2.68,0
177,Spring,SS113,Pakistan Studies,3,B-,2.67,2.98,3,0
177,Spring,SS122,English Composition,3,A-,3.67,2.98,3,0
177,Spring,CS217,Computer Programming,3,C+,2.33,2.98,3,0
177,Spring,EE227,Digital Logic Design,3,B+,3.33,2.98,3,0
177,Spring,CL217,Computer Programming Lab,1,A,4,2.98,3,0
177,Spring,MT224,Differential Equations (Cal II),3,B-,2.67,2.98,3,0
177,Spring,EL227,Digital Logic Design - Lab,1,B-,2.67,2.98,3,0
177,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
177,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
177,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
177,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
177,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
177,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
177,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
178,Fall,CS118,Programming Fundamentals,3,F,0,0.53,0.53,0
178,Fall,CL118,Programming Fundamentals - Lab,1,F,0,0.53,0.53,0
178,Fall,SS101,English Language,3,B,3,0.53,0.53,0
178,Fall,SL101,English Language Lab,1,F,0,0.53,0.53,0
178,Fall,EE182,Basic Electronics,3,F,0,0.53,0.53,0
178,Fall,MT104,Linear Algebra,3,F,0,0.53,0.53,0
178,Fall,MT119,Calculus and Analytical Geometry,3,FA,0,0.53,0.53,0
178,Spring,CL118,Programming Fundamentals - Lab,1,B+,3.33,0.95,1.25,0
178,Spring,MT104,Linear Algebra,3,F,0,0.95,1.25,0
178,Spring,MT119,Calculus and Analytical Geometry,3,F,0,0.95,1.25,0
178,Spring,EE182,Basic Electronics,3,D+,1.33,0.95,1.25,0
178,Spring,CS118,Programming Fundamentals,3,C-,1.67,0.95,1.25,0
178,Unknown,SS122,English Composition,3,UK,-1,0,0,0
178,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
178,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
178,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
178,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
178,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
178,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
178,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
178,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
178,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
178,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
178,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
178,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
178,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
178,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
179,Fall,MT104,Linear Algebra,3,C,2,2.31,2.31,0
179,Fall,SL101,English Language Lab,1,B,3,2.31,2.31,0
179,Fall,CL118,Programming Fundamentals - Lab,1,D+,1.33,2.31,2.31,0
179,Fall,SS101,English Language,3,B,3,2.31,2.31,0
179,Fall,MT119,Calculus and Analytical Geometry,3,B,3,2.31,2.31,0
179,Fall,EE182,Basic Electronics,3,C+,2.33,2.31,2.31,0
179,Fall,CS118,Programming Fundamentals,3,D+,1.33,2.31,2.31,0
179,Fall,CS201,Data Structures,3,F,0,2.17,2.38,0
179,Spring,CS217,Computer Programming,3,F,0,2.08,2.2,0
179,Spring,SS122,English Composition,3,B-,2.67,2.08,2.2,0
179,Spring,MT224,Differential Equations (Cal II),3,C+,2.33,2.08,2.2,0
179,Spring,EE227,Digital Logic Design,3,B,3,2.08,2.2,0
179,Spring,SS111,Islamic and Religious Studies,3,B,3,2.08,2.2,0
179,Spring,CL217,Computer Programming Lab,1,F,0,2.08,2.2,0
179,Spring,EL227,Digital Logic Design - Lab,1,C+,2.33,2.08,2.2,0
179,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
179,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
179,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
179,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
179,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
179,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
179,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
180,Fall,MT119,Calculus and Analytical Geometry,3,C+,2.33,2.47,2.47,0
180,Fall,SL101,English Language Lab,1,A-,3.67,2.47,2.47,0
180,Fall,SS101,English Language,3,A,4,2.47,2.47,0
180,Fall,CL118,Programming Fundamentals - Lab,1,D+,1.33,2.47,2.47,0
180,Fall,MT104,Linear Algebra,3,C,2,2.47,2.47,0
180,Fall,EE182,Basic Electronics,3,C-,1.67,2.47,2.47,0
180,Fall,CS118,Programming Fundamentals,3,C+,2.33,2.47,2.47,0
180,Fall,CS201,Data Structures,3,C-,1.67,2.61,2.4,0
180,Spring,EE227,Digital Logic Design,3,D,1,2.14,2.3,0
180,Spring,CS217,Computer Programming,3,D,1,2.14,2.3,0
180,Spring,SS113,Pakistan Studies,3,A-,3.67,2.14,2.3,0
180,Spring,CL217,Computer Programming Lab,1,D+,1.33,2.14,2.3,0
180,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,2.14,2.3,0
180,Spring,SS122,English Composition,3,A,4,2.14,2.3,0
180,Spring,EL227,Digital Logic Design - Lab,1,D,1,2.14,2.3,0
180,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
180,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
180,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
180,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
180,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
180,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
180,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
181,Fall,CL118,Programming Fundamentals - Lab,1,D,1,1.61,1.61,1
181,Fall,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.61,1.61,1
181,Fall,EE182,Basic Electronics,3,D+,1.33,1.61,1.61,1
181,Fall,SL101,English Language Lab,1,B+,3.33,1.61,1.61,1
181,Fall,CS118,Programming Fundamentals,3,D,1,1.61,1.61,1
181,Fall,MT104,Linear Algebra,3,D,1,1.61,1.61,1
181,Fall,SS101,English Language,3,B,3,1.61,1.61,1
181,Unknown,SS122,English Composition,3,UK,-1,0,0,0
181,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
181,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
181,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
181,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
181,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
181,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
181,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
181,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
181,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
181,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
181,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
181,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
181,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
181,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
182,Fall,SS101,English Language,3,A-,3.67,1.08,1.08,0
182,Fall,EE182,Basic Electronics,3,F,0,1.08,1.08,0
182,Fall,SL101,English Language Lab,1,B+,3.33,1.08,1.08,0
182,Fall,CS118,Programming Fundamentals,3,F,0,1.08,1.08,0
182,Fall,MT119,Calculus and Analytical Geometry,3,F,0,1.08,1.08,0
182,Fall,MT104,Linear Algebra,3,D,1,1.08,1.08,0
182,Fall,CL118,Programming Fundamentals - Lab,1,D,1,1.08,1.08,0
182,Spring,EE227,Digital Logic Design,3,FA,0,0.98,1.42,0
182,Spring,CS118,Programming Fundamentals,3,D,1,0.98,1.42,0
182,Spring,CL118,Programming Fundamentals - Lab,1,D+,1.33,0.98,1.42,0
182,Spring,SS122,English Composition,3,A-,3.67,0.98,1.42,0
182,Spring,EE182,Basic Electronics,3,FA,0,0.98,1.42,0
182,Spring,EL227,Digital Logic Design - Lab,1,D+,1.33,0.98,1.42,0
182,Spring,MT119,Calculus and Analytical Geometry,3,F,0,0.98,1.42,0
182,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
182,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
182,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
182,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
182,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
182,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
182,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
182,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
182,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
182,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
182,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
182,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
183,Fall,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.22,1.22,3
183,Fall,SS101,English Language,3,C-,1.67,1.22,1.22,3
183,Fall,SL101,English Language Lab,1,C-,1.67,1.22,1.22,3
183,Fall,EE182,Basic Electronics,3,C-,1.67,1.22,1.22,3
183,Fall,MT104,Linear Algebra,3,D+,1.33,1.22,1.22,3
183,Fall,CL118,Programming Fundamentals - Lab,1,D,1,1.22,1.22,3
183,Fall,CS118,Programming Fundamentals,3,F,0,1.22,1.22,3
183,Spring,EE227,Digital Logic Design,3,D,1,1.65,1.58,3
183,Spring,EL227,Digital Logic Design - Lab,1,C-,1.67,1.65,1.58,3
183,Spring,SS122,English Composition,3,C-,1.67,1.65,1.58,3
183,Spring,CS118,Programming Fundamentals,3,C-,1.67,1.65,1.58,3
183,Spring,SS111,Islamic and Religious Studies,3,C,2,1.65,1.58,3
183,Spring,EE182,Basic Electronics,3,C-,1.67,1.65,1.58,3
183,Spring,CL118,Programming Fundamentals - Lab,1,C+,2.33,1.65,1.58,3
183,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
183,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
183,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
183,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
183,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
183,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
183,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
183,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
183,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
183,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
183,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
184,Fall,SS101,English Language,3,C,2,1.37,1.37,2
184,Fall,CL118,Programming Fundamentals - Lab,1,B+,3.33,1.37,1.37,2
184,Fall,EE182,Basic Electronics,3,C-,1.67,1.37,1.37,2
184,Fall,SL101,English Language Lab,1,D,1,1.37,1.37,2
184,Fall,MT119,Calculus and Analytical Geometry,3,F,0,1.37,1.37,2
184,Fall,MT104,Linear Algebra,3,D,1,1.37,1.37,2
184,Fall,CS118,Programming Fundamentals,3,C-,1.67,1.37,1.37,2
184,Spring,MT119,Calculus and Analytical Geometry,3,D,1,0.82,1.23,2
184,Spring,CL217,Computer Programming Lab,1,F,0,0.82,1.23,2
184,Spring,MT104,Linear Algebra,3,C,2,0.82,1.23,2
184,Spring,EL227,Digital Logic Design - Lab,1,D,1,0.82,1.23,2
184,Spring,CS217,Computer Programming,3,F,0,0.82,1.23,2
184,Spring,EE227,Digital Logic Design,3,F,0,0.82,1.23,2
184,Spring,SS122,English Composition,3,D+,1.33,0.82,1.23,2
184,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
184,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
184,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
184,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
184,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
184,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
184,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
184,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
184,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
184,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
185,Fall,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.45,1.45,0
185,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.45,1.45,0
185,Fall,EE182,Basic Electronics,3,C,2,1.45,1.45,0
185,Fall,SS101,English Language,3,B-,2.67,1.45,1.45,0
185,Fall,SL101,English Language Lab,1,B-,2.67,1.45,1.45,0
185,Fall,MT104,Linear Algebra,3,D+,1.33,1.45,1.45,0
185,Fall,CS118,Programming Fundamentals,3,F,0,1.45,1.45,0
185,Spring,SS111,Islamic and Religious Studies,3,B-,2.67,1.8,1.9,0
185,Spring,SS122,English Composition,3,D+,1.33,1.8,1.9,0
185,Spring,EE227,Digital Logic Design,3,C+,2.33,1.8,1.9,0
185,Spring,MT119,Calculus and Analytical Geometry,3,C+,2.33,1.8,1.9,0
185,Spring,CS118,Programming Fundamentals,3,F,0,1.8,1.9,0
185,Spring,EL227,Digital Logic Design - Lab,1,A-,3.67,1.8,1.9,0
185,Spring,CL118,Programming Fundamentals - Lab,1,D,1,1.8,1.9,0
185,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
185,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
185,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
185,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
185,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
185,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
185,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
185,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
185,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
185,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
185,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
186,Fall,MT119,Calculus and Analytical Geometry,3,A,4,3.71,3.71,0
186,Fall,EE182,Basic Electronics,3,B-,2.67,3.71,3.71,0
186,Fall,SS101,English Language,3,A,4,3.71,3.71,0
186,Fall,MT104,Linear Algebra,3,A-,3.67,3.71,3.71,0
186,Fall,SL101,English Language Lab,1,A,4,3.71,3.71,0
186,Fall,CS118,Programming Fundamentals,3,A+,4,3.71,3.71,0
186,Fall,CL118,Programming Fundamentals - Lab,1,A+,4,3.71,3.71,0
186,Fall,CS201,Data Structures,3,A-,3.67,2.69,2.98,0
186,Spring,EE227,Digital Logic Design,3,D+,1.33,2.53,3.12,0
186,Spring,CS217,Computer Programming,3,A-,3.67,2.53,3.12,0
186,Spring,MT224,Differential Equations (Cal II),3,D,1,2.53,3.12,0
186,Spring,SS122,English Composition,3,B+,3.33,2.53,3.12,0
186,Spring,CL217,Computer Programming Lab,1,B+,3.33,2.53,3.12,0
186,Spring,SS113,Pakistan Studies,3,B,3,2.53,3.12,0
186,Spring,EL227,Digital Logic Design - Lab,1,B-,2.67,2.53,3.12,0
186,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
186,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
186,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
186,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
186,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
186,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
186,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
187,Fall,SS101,English Language,3,B,3,2.43,2.43,0
187,Fall,CS118,Programming Fundamentals,3,D,1,2.43,2.43,0
187,Fall,SL101,English Language Lab,1,B+,3.33,2.43,2.43,0
187,Fall,MT104,Linear Algebra,3,B,3,2.43,2.43,0
187,Fall,EE182,Basic Electronics,3,C+,2.33,2.43,2.43,0
187,Fall,MT119,Calculus and Analytical Geometry,3,B-,2.67,2.43,2.43,0
187,Fall,CL118,Programming Fundamentals - Lab,1,C,2,2.43,2.43,0
187,Fall,CS201,Data Structures,3,B-,2.67,2.61,2.59,0
187,Spring,MT224,Differential Equations (Cal II),3,A-,3.67,2.16,2.29,0
187,Spring,SS122,English Composition,3,D+,1.33,2.16,2.29,0
187,Spring,EL227,Digital Logic Design - Lab,1,B+,3.33,2.16,2.29,0
187,Spring,CL217,Computer Programming Lab,1,D+,1.33,2.16,2.29,0
187,Spring,SS113,Pakistan Studies,3,B+,3.33,2.16,2.29,0
187,Spring,CS217,Computer Programming,3,F,0,2.16,2.29,0
187,Spring,EE227,Digital Logic Design,3,C+,2.33,2.16,2.29,0
187,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
187,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
187,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
187,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
187,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
187,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
187,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
188,Fall,CS118,Programming Fundamentals,3,C,2,2.69,2.69,0
188,Fall,CL118,Programming Fundamentals - Lab,1,B+,3.33,2.69,2.69,0
188,Fall,EE182,Basic Electronics,3,C+,2.33,2.69,2.69,0
188,Fall,MT104,Linear Algebra,3,B-,2.67,2.69,2.69,0
188,Fall,SL101,English Language Lab,1,B+,3.33,2.69,2.69,0
188,Fall,SS101,English Language,3,B+,3.33,2.69,2.69,0
188,Fall,MT119,Calculus and Analytical Geometry,3,B-,2.67,2.69,2.69,0
188,Fall,CS201,Data Structures,3,C+,2.33,2.21,2.38,0
188,Spring,EE227,Digital Logic Design,3,C,2,1.82,2.26,0
188,Spring,CL217,Computer Programming Lab,1,B+,3.33,1.82,2.26,0
188,Spring,SS113,Pakistan Studies,3,D,1,1.82,2.26,0
188,Spring,SS122,English Composition,3,B-,2.67,1.82,2.26,0
188,Spring,EL227,Digital Logic Design - Lab,1,B-,2.67,1.82,2.26,0
188,Spring,MT224,Differential Equations (Cal II),3,D,1,1.82,2.26,0
188,Spring,CS217,Computer Programming,3,C-,1.67,1.82,2.26,0
188,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
188,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
188,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
188,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
188,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
188,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
188,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
189,Fall,CL118,Programming Fundamentals - Lab,1,B+,3.33,3.27,3.27,0
189,Fall,EE182,Basic Electronics,3,D+,1.33,3.27,3.27,0
189,Fall,MT104,Linear Algebra,3,A,4,3.27,3.27,0
189,Fall,CS118,Programming Fundamentals,3,B+,3.33,3.27,3.27,0
189,Fall,MT119,Calculus and Analytical Geometry,3,A-,3.67,3.27,3.27,0
189,Fall,SL101,English Language Lab,1,B+,3.33,3.27,3.27,0
189,Fall,SS101,English Language,3,A,4,3.27,3.27,0
189,Fall,CS201,Data Structures,3,B+,3.33,3.27,3.31,0
189,Unknown,SS122,English Composition,3,UK,-1,0,0,0
189,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
189,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
189,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
189,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
189,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
189,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
189,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
189,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
189,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
189,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
189,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
189,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
189,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
190,Fall,EE182,Basic Electronics,3,F,0,0.45,0.45,3
190,Fall,MT104,Linear Algebra,3,F,0,0.45,0.45,3
190,Fall,CL118,Programming Fundamentals - Lab,1,F,0,0.45,0.45,3
190,Fall,SS101,English Language,3,C,2,0.45,0.45,3
190,Fall,SL101,English Language Lab,1,C-,1.67,0.45,0.45,3
190,Fall,MT119,Calculus and Analytical Geometry,3,F,0,0.45,0.45,3
190,Fall,CS118,Programming Fundamentals,3,F,0,0.45,0.45,3
190,Spring,EE182,Basic Electronics,3,D,1,0.92,1.16,3
190,Spring,CL118,Programming Fundamentals - Lab,1,F,0,0.92,1.16,3
190,Spring,MT119,Calculus and Analytical Geometry,3,D+,1.33,0.92,1.16,3
190,Spring,MT104,Linear Algebra,3,C-,1.67,0.92,1.16,3
190,Spring,CS118,Programming Fundamentals,3,F,0,0.92,1.16,3
190,Unknown,SS122,English Composition,3,UK,-1,0,0,0
190,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
190,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
190,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
190,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
190,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
190,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
190,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
190,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
190,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
190,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
190,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
